,State Name,County Name,HPSA Score
2801,Wisconsin,"Outagamie County, WI",18.0
2802,Wisconsin,"Outagamie County, WI | Waupaca County, WI",13.0
2803,Wisconsin,"Polk County, WI",4.0
2804,Wisconsin,"Portage County, WI",9.0
2805,Wisconsin,"Racine County, WI",9.0
2806,Wisconsin,"Richland County, WI",15.0
2807,Wisconsin,"Rock County, WI",15.5
2808,Wisconsin,"Rusk County, WI",13.0
2809,Wisconsin,"Sauk County, WI",7.5
2810,Wisconsin,"Sawyer County, WI",14.333333333333334
2811,Wisconsin,"Shawano County, WI",12.333333333333334
2812,Wisconsin,"Sheboygan County, WI",11.0
2813,Wisconsin,"St. Croix County, WI",11.0
2814,Wisconsin,"Taylor County, WI",11.0
2815,Wisconsin,"Trempealeau County, WI",6.0
2816,Wisconsin,"Vilas County, WI",13.5
2817,Wisconsin,"Walworth County, WI",12.0
2818,Wisconsin,"Washburn County, WI",13.0
2819,Wisconsin,"Waushara County, WI",14.0
2820,Wisconsin,"Wood County, WI",9.0
2821,Wyoming,"Albany County, WY",18.0
2822,Wyoming,"Big Horn County, WY",13.0
2823,Wyoming,"Campbell County, WY",16.0
2824,Wyoming,"Carbon County, WY",12.5
2825,Wyoming,"Converse County, WY",14.5
2826,Wyoming,"Crook County, WY",12.5
2827,Wyoming,"Fremont County, WY",17.0
2828,Wyoming,"Goshen County, WY",15.0
2829,Wyoming,"Hot Springs County, WY",14.5
2830,Wyoming,"Johnson County, WY",8.0
2831,Wyoming,"Laramie County, WY",18.25
2832,Wyoming,"Lincoln County, WY",13.0
2833,Wyoming,"Natrona County, WY",15.0
2834,Wyoming,"Niobrara County, WY",14.5
2835,Wyoming,"Park County, WY",12.5
2836,Wyoming,"Platte County, WY",13.0
2837,Wyoming,"Sheridan County, WY",15.0
2838,Wyoming,"Sublette County, WY",10.0
2839,Wyoming,"Sweetwater County, WY",12.5
2840,Wyoming,"Uinta County, WY",15.5
2841,Wyoming,"Washakie County, WY",16.0
2842,Wyoming,"Weston County, WY",11.0
